ist_no,station,il,ilce,basin,enlem,boylam,veri_zamani,sicaklik_c,qc_flag,source,date_inferred
17480,KARATAŞ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Adana,Karataş,Akdeniz,36.557986,35.383499,2024-07-17T14:06:00.000Z,31.9,,mgm,0
17482,VAN LİMAN,Van,Tuşba,Van Gölü,38.51486,43.307362,2024-07-17T14:06:00.000Z,24.0,,mgm,0
17484,ADİLCEVAZ LİMAN,Bitlis,Adilcevaz,Van Gölü,38.797236,42.729931,2024-07-17T14:06:00.000Z,22.2,,mgm,0
17489,MUDANYA/GÜZELYALI BALIKÇI BARINAĞI,Bursa,Mudanya,Marmara,40.35612,28.934036,2024-07-17T14:06:00.000Z,25.6,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2024-07-17T14:06:00.000Z,24.8,,mgm,0
17492,DİDİM MARİNA FENERİ,Aydın,Didim,Ege,37.3369,27.264,2024-07-17T14:06:00.000Z,30.2,,mgm,0
17386,BODRUM KARAADA SIĞLIK IŞIKLI ŞAMANDIRA,Muğla,Bodrum,Ege,37.0081,27.4142,2024-07-17T14:07:00.000Z,26.7,,mgm,0
17450,BODRUM YALIKAVAK GEMİTAŞI FENERİ,Muğla,Bodrum,Ege,37.150133,27.263333,2024-07-17T14:07:00.000Z,23.6,,mgm,0
17464,TRABZON LİMANI ANA MENDİREK FENERİ,Trabzon,Ortahisar,Karadeniz,41.006776,39.750108,2024-07-17T14:07:00.000Z,25.3,,mgm,0
17466,ÇAYELİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Rize,Çayeli,Karadeniz,41.090095,40.722557,2024-07-17T14:07:00.000Z,22.7,,mgm,0
17460,ÜNYE BALIKÇI BARINAĞI ANA MENDİREK FENERİ,Ordu,Ünye,Karadeniz,41.116448,37.348722,2024-07-17T14:08:00.000Z,26.4,,mgm,0
17015,AKÇAKOCA,Düzce,Akçakoca,Karadeniz,41.089528,31.143039,2024-07-19T06:00:00.000Z,25.4,,mgm,0
17024,İNEBOLU,Kastamonu,İnebolu,Karadeniz,41.978937,33.762945,2024-07-19T06:00:00.000Z,26.9,,mgm,0
17026,SİNOP,Sinop,Merkez,Karadeniz,42.029821,35.154286,2024-07-19T06:00:00.000Z,25.8,,mgm,0
17030,SAMSUN BÖLGE,Samsun,Atakum,Karadeniz,41.344286,36.255794,2024-07-19T06:00:00.000Z,25.8,,mgm,0
17033,ORDU,Ordu,Altınordu,Karadeniz,40.983833,37.885833,2024-07-19T06:00:00.000Z,25.5,,mgm,0
17034,GİRESUN,Giresun,Merkez,Karadeniz,40.922667,38.387833,2024-07-19T06:00:00.000Z,26.3,,mgm,0
17038,TRABZON HAVALİMANI,Trabzon,Ortahisar,Karadeniz,40.999133,39.779248,2024-07-19T06:00:00.000Z,25.4,,mgm,0
17040,RİZE,Rize,Merkez,Karadeniz,41.04,40.501333,2024-07-19T06:00:00.000Z,25.2,,mgm,0
17042,HOPA,Artvin,Hopa,Karadeniz,41.4065,41.433,2024-07-19T06:00:00.000Z,24.7,,mgm,0
17044,RİZE ARTVİN HAVALİMANI,Rize,Pazar,Karadeniz,41.177687,40.835223,2024-07-19T06:00:00.000Z,26.1,,mgm,0
17056,TEKİRDAĞ,Tekirdağ,Süleymanpaşa,Marmara,40.957959,27.496181,2024-07-19T06:00:00.000Z,25.9,,mgm,0
17112,ÇANAKKALE,Çanakkale,Merkez,Marmara,40.141428,26.399616,2024-07-19T06:00:00.000Z,24.8,,mgm,0
17175,AYVALIK,Balıkesir,Ayvalık,Ege,39.311292,26.686445,2024-07-19T06:00:00.000Z,25.6,,mgm,0
17180,DİKİLİ,İzmir,Dikili,Ege,39.073861,26.888093,2024-07-19T06:00:00.000Z,26.8,,mgm,0
17220,İZMİR BÖLGE,İzmir,Konak,Ege,38.3945,27.0821,2024-07-19T06:00:00.000Z,29.0,,mgm,0
17221,ÇEŞME,İzmir,Çeşme,Ege,38.303858,26.372882,2024-07-19T06:00:00.000Z,27.4,,mgm,0
17232,KUŞADASI,Aydın,Kuşadası,Ege,37.859636,27.265115,2024-07-19T06:00:00.000Z,27.2,,mgm,0
17290,BODRUM,Muğla,Bodrum,Ege,37.032611,27.439801,2024-07-19T06:00:00.000Z,27.0,,mgm,0
17296,FETHİYE,Muğla,Fethiye,Akdeniz,36.626611,29.123804,2024-07-19T06:00:00.000Z,29.5,,mgm,0
17297,DATÇA,Muğla,Datça,Ege,36.707945,27.691918,2024-07-19T06:00:00.000Z,27.2,,mgm,0
17298,MARMARİS,Muğla,Marmaris,Akdeniz,36.83926,28.244995,2024-07-19T06:00:00.000Z,28.0,,mgm,0
17302,ANTALYA BÖLGE,Antalya,Muratpaşa,Akdeniz,36.885073,30.682793,2024-07-19T06:00:00.000Z,30.0,,mgm,0
17310,ALANYA,Antalya,Alanya,Akdeniz,36.54999,31.979822,2024-07-19T06:00:00.000Z,30.0,,mgm,0
17320,ANAMUR,Mersin,Anamur,Akdeniz,36.068614,32.864876,2024-07-19T06:00:00.000Z,29.0,,mgm,0
17340,MERSİN,Mersin,Yenişehir,Akdeniz,36.780904,34.603125,2024-07-19T06:00:00.000Z,30.0,,mgm,0
17370,İSKENDERUN,Hatay,İskenderun,Akdeniz,36.592358,36.158158,2024-07-19T06:00:00.000Z,31.0,,mgm,0
17375,FİNİKE,Antalya,Finike,Akdeniz,36.3024,30.1458,2024-07-19T06:00:00.000Z,29.3,,mgm,0
17380,KAŞ,Antalya,Kaş,Akdeniz,36.200579,29.649995,2024-07-19T06:00:00.000Z,29.4,,mgm,0
17428,AYVACIK/GÜLPINAR ANA MENDİREK FENERİ,Çanakkale,Ayvacık,Ege,39.5658,26.0967,2024-07-19T13:37:00.000Z,23.4,,mgm,0
17381,KUŞADASI 3. NOLU ŞAMANDIRA,Aydın,Kuşadası,Ege,37.8458,27.2194,2024-07-19T15:09:00.000Z,27.6,,mgm,0
17387,GİRESUN PALAMUT KAYALIĞI MAHMUZ FENERİ,Giresun,Merkez,Karadeniz,40.9182,38.3783,2024-07-19T15:09:00.000Z,28.1,,mgm,0
17389,ADALAR ŞAMANDIRA,İstanbul,Adalar,Marmara,40.93278,28.94889,2024-07-19T15:09:00.000Z,26.3,,mgm,0
17421,AYVALIK KANAL SANCAK A FENERİ,Balıkesir,Ayvalık,Ege,39.323394,26.640546,2024-07-19T15:09:00.000Z,26.3,,mgm,0
17422,BANDIRMA KUZEY MENDİREK FENERİ,Balıkesir,Bandırma,Marmara,40.358554,27.958451,2024-07-19T15:09:00.000Z,27.9,,mgm,0
17423,MARMARA BARINAK ANA MENDİREK FENERİ,Balıkesir,Marmara,Marmara,40.583839,27.560849,2024-07-19T15:09:00.000Z,27.9,,mgm,0
17424,MARMARA/SARAYLAR KÖYÜ BARINAK (SANDAL BASENİ) FENERİ,Balıkesir,Marmara,Marmara,40.657488,27.662533,2024-07-19T15:09:00.000Z,28.1,,mgm,0
17425,LAPSEKİ/ZİNCİRBOZAN FENERİ,Çanakkale,Lapseki,Marmara,40.4206,26.7536,2024-07-19T15:09:00.000Z,27.2,,mgm,0
17426,BARTIN GÜNEY MENDİREK FENERİ,Bartın,Merkez,Karadeniz,41.6864,32.2261,2024-07-19T15:09:00.000Z,27.9,,mgm,0
17427,BOZCAADA LİMAN GİRİŞİ GÜNEY MENDİREK FENERİ,Çanakkale,Bozcaada,Ege,39.8341,26.0748,2024-07-19T15:09:00.000Z,24.3,,mgm,0
17429,ECEABAT/KABATEPE GÜNEY MENDİREK FENERİ,Çanakkale,Eceabat,Ege,40.2019,26.2669,2024-07-19T15:09:00.000Z,24.6,,mgm,0
17430,GÖKÇEADA KALEKÖY ANA MENDİREK FENERİ,Çanakkale,Gökçeada,Ege,40.2317,25.8914,2024-07-19T15:09:00.000Z,28.1,,mgm,0
17431,BİGA/KARABİGA BAR. (B) NOKTASI GÜNEY MEN. FENERİ,Çanakkale,Biga,Marmara,40.399583,27.305591,2024-07-19T15:09:00.000Z,30.7,,mgm,0
17432,EZİNE/GEYİKLİ ODUNLUK İSKELE FENERİ,Çanakkale,Ezine,Ege,39.818998,26.160008,2024-07-19T15:09:00.000Z,23.7,,mgm,0
17433,GÖKÇEADA UĞURLU LİMAN FENERİ,Çanakkale,Gökçeada,Ege,40.1153,25.6989,2024-07-19T15:09:00.000Z,26.8,,mgm,0
17434,EZİNE YENİKÖY BAL.BAR. ANA MENDİREK FENERİ,Çanakkale,Ezine,Ege,39.9447,26.1611,2024-07-19T15:09:00.000Z,21.3,,mgm,0
17442,KONAK/İZMİR PASAPORT MENDİREK FENERİ,İzmir,Konak,Ege,38.429236,27.131698,2024-07-19T15:09:00.000Z,29.1,,mgm,0
17445,CİDE KUZEY MENDİREK FENERİ,Kastamonu,Cide,Karadeniz,41.9006,32.9778,2024-07-19T15:09:00.000Z,29.5,,mgm,0
17446,İNEBOLU KUZEY MENDİREK FENERİ,Kastamonu,İnebolu,Karadeniz,41.9817,33.7769,2024-07-19T15:09:00.000Z,27.4,,mgm,0
17447,VİZE/MİDYE KIYIKÖY BATI MENDİREK FENERİ (ANA),Kırklareli,Vize,Karadeniz,41.630847,28.101353,2024-07-19T15:09:00.000Z,26.7,,mgm,0
17451,MARMARA EREĞLİSİ BAL.BAR.ANA MENDİREK FENERİ,Tekirdağ,Marmaraereğlisi,Marmara,40.970825,27.959676,2024-07-19T15:09:00.000Z,29.0,,mgm,0
17453,ZONGULDAK GÜNEY MENDİREK FENERİ,Zonguldak,Merkez,Karadeniz,41.458611,31.779166,2024-07-19T15:09:00.000Z,28.3,,mgm,0
17475,KEMER SIĞLIK FENERİ,Antalya,Kemer,Akdeniz,36.612395,30.574242,2024-07-19T15:09:00.000Z,31.1,,mgm,0
17477,ALANYA YENİ YAT LİMAN ANA MENDİREK FENERİ,Antalya,Alanya,Akdeniz,36.557404,31.951419,2024-07-19T15:09:00.000Z,31.3,,mgm,0
17480,KARATAŞ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Adana,Karataş,Akdeniz,36.557986,35.383499,2024-07-19T15:09:00.000Z,31.9,,mgm,0
17482,VAN LİMAN,Van,Tuşba,Van Gölü,38.51486,43.307362,2024-07-19T15:09:00.000Z,23.9,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2024-07-19T15:09:00.000Z,25.8,,mgm,0
17492,DİDİM MARİNA FENERİ,Aydın,Didim,Ege,37.3369,27.264,2024-07-19T15:09:00.000Z,30.4,,mgm,0
17386,BODRUM KARAADA SIĞLIK IŞIKLI ŞAMANDIRA,Muğla,Bodrum,Ege,37.0081,27.4142,2024-07-19T15:10:00.000Z,27.0,,mgm,0
17450,BODRUM YALIKAVAK GEMİTAŞI FENERİ,Muğla,Bodrum,Ege,37.150133,27.263333,2024-07-19T15:10:00.000Z,23.6,,mgm,0
17464,TRABZON LİMANI ANA MENDİREK FENERİ,Trabzon,Ortahisar,Karadeniz,41.006776,39.750108,2024-07-19T15:10:00.000Z,25.8,,mgm,0
17465,ARAKLI BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Trabzon,Araklı,Karadeniz,40.945081,40.053776,2024-07-19T15:10:00.000Z,24.6,,mgm,0
17466,ÇAYELİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Rize,Çayeli,Karadeniz,41.090095,40.722557,2024-07-19T15:10:00.000Z,22.3,,mgm,0
17484,ADİLCEVAZ LİMAN,Bitlis,Adilcevaz,Van Gölü,38.797236,42.729931,2024-07-19T15:10:00.000Z,21.9,,mgm,0
17489,MUDANYA/GÜZELYALI BALIKÇI BARINAĞI,Bursa,Mudanya,Marmara,40.35612,28.934036,2024-07-19T15:10:00.000Z,26.0,,mgm,0
17460,ÜNYE BALIKÇI BARINAĞI ANA MENDİREK FENERİ,Ordu,Ünye,Karadeniz,41.116448,37.348722,2024-07-19T15:11:00.000Z,26.2,,mgm,0
17015,AKÇAKOCA,Düzce,Akçakoca,Karadeniz,41.089528,31.143039,2024-07-20T06:00:00.000Z,26.0,,mgm,0
17024,İNEBOLU,Kastamonu,İnebolu,Karadeniz,41.978937,33.762945,2024-07-20T06:00:00.000Z,27.0,,mgm,0
17026,SİNOP,Sinop,Merkez,Karadeniz,42.029821,35.154286,2024-07-20T06:00:00.000Z,26.0,,mgm,0
17030,SAMSUN BÖLGE,Samsun,Atakum,Karadeniz,41.344286,36.255794,2024-07-20T06:00:00.000Z,25.8,,mgm,0
17033,ORDU,Ordu,Altınordu,Karadeniz,40.983833,37.885833,2024-07-20T06:00:00.000Z,25.7,,mgm,0
17034,GİRESUN,Giresun,Merkez,Karadeniz,40.922667,38.387833,2024-07-20T06:00:00.000Z,26.6,,mgm,0
17038,TRABZON HAVALİMANI,Trabzon,Ortahisar,Karadeniz,40.999133,39.779248,2024-07-20T06:00:00.000Z,25.3,,mgm,0
17040,RİZE,Rize,Merkez,Karadeniz,41.04,40.501333,2024-07-20T06:00:00.000Z,24.8,,mgm,0
17042,HOPA,Artvin,Hopa,Karadeniz,41.4065,41.433,2024-07-20T06:00:00.000Z,24.7,,mgm,0
17044,RİZE ARTVİN HAVALİMANI,Rize,Pazar,Karadeniz,41.177687,40.835223,2024-07-20T06:00:00.000Z,26.0,,mgm,0
17056,TEKİRDAĞ,Tekirdağ,Süleymanpaşa,Marmara,40.957959,27.496181,2024-07-20T06:00:00.000Z,26.1,,mgm,0
17112,ÇANAKKALE,Çanakkale,Merkez,Marmara,40.141428,26.399616,2024-07-20T06:00:00.000Z,25.0,,mgm,0
17175,AYVALIK,Balıkesir,Ayvalık,Ege,39.311292,26.686445,2024-07-20T06:00:00.000Z,25.6,,mgm,0
17180,DİKİLİ,İzmir,Dikili,Ege,39.073861,26.888093,2024-07-20T06:00:00.000Z,27.0,,mgm,0
17220,İZMİR BÖLGE,İzmir,Konak,Ege,38.3945,27.0821,2024-07-20T06:00:00.000Z,28.5,,mgm,0
17221,ÇEŞME,İzmir,Çeşme,Ege,38.303858,26.372882,2024-07-20T06:00:00.000Z,27.5,,mgm,0
17232,KUŞADASI,Aydın,Kuşadası,Ege,37.859636,27.265115,2024-07-20T06:00:00.000Z,27.0,,mgm,0
17290,BODRUM,Muğla,Bodrum,Ege,37.032611,27.439801,2024-07-20T06:00:00.000Z,27.1,,mgm,0
17296,FETHİYE,Muğla,Fethiye,Akdeniz,36.626611,29.123804,2024-07-20T06:00:00.000Z,29.6,,mgm,0
17297,DATÇA,Muğla,Datça,Ege,36.707945,27.691918,2024-07-20T06:00:00.000Z,27.5,,mgm,0
17298,MARMARİS,Muğla,Marmaris,Akdeniz,36.83926,28.244995,2024-07-20T06:00:00.000Z,28.0,,mgm,0
17302,ANTALYA BÖLGE,Antalya,Muratpaşa,Akdeniz,36.885073,30.682793,2024-07-20T06:00:00.000Z,30.0,,mgm,0
17310,ALANYA,Antalya,Alanya,Akdeniz,36.54999,31.979822,2024-07-20T06:00:00.000Z,29.4,,mgm,0
17320,ANAMUR,Mersin,Anamur,Akdeniz,36.068614,32.864876,2024-07-20T06:00:00.000Z,29.0,,mgm,0
17340,MERSİN,Mersin,Yenişehir,Akdeniz,36.780904,34.603125,2024-07-20T06:00:00.000Z,30.7,,mgm,0
17370,İSKENDERUN,Hatay,İskenderun,Akdeniz,36.592358,36.158158,2024-07-20T06:00:00.000Z,30.9,,mgm,0
17375,FİNİKE,Antalya,Finike,Akdeniz,36.3024,30.1458,2024-07-20T06:00:00.000Z,29.3,,mgm,0
17380,KAŞ,Antalya,Kaş,Akdeniz,36.200579,29.649995,2024-07-20T06:00:00.000Z,29.4,,mgm,0
17391,SAMSUN ŞAMANDIRA,Samsun,Çarşamba,Karadeniz,41.436283,36.557767,2024-07-20T09:30:00.000Z,25.9,,mgm,0
17425,LAPSEKİ/ZİNCİRBOZAN FENERİ,Çanakkale,Lapseki,Marmara,40.4206,26.7536,2024-07-20T14:53:00.000Z,27.4,,mgm,0
17464,TRABZON LİMANI ANA MENDİREK FENERİ,Trabzon,Ortahisar,Karadeniz,41.006776,39.750108,2024-07-20T14:53:00.000Z,25.6,,mgm,0
17381,KUŞADASI 3. NOLU ŞAMANDIRA,Aydın,Kuşadası,Ege,37.8458,27.2194,2024-07-20T14:54:00.000Z,27.7,,mgm,0
17387,GİRESUN PALAMUT KAYALIĞI MAHMUZ FENERİ,Giresun,Merkez,Karadeniz,40.9182,38.3783,2024-07-20T14:54:00.000Z,28.7,,mgm,0
17389,ADALAR ŞAMANDIRA,İstanbul,Adalar,Marmara,40.93278,28.94889,2024-07-20T14:54:00.000Z,26.6,,mgm,0
17421,AYVALIK KANAL SANCAK A FENERİ,Balıkesir,Ayvalık,Ege,39.323394,26.640546,2024-07-20T14:54:00.000Z,26.0,,mgm,0
17422,BANDIRMA KUZEY MENDİREK FENERİ,Balıkesir,Bandırma,Marmara,40.358554,27.958451,2024-07-20T14:54:00.000Z,28.0,,mgm,0
17423,MARMARA BARINAK ANA MENDİREK FENERİ,Balıkesir,Marmara,Marmara,40.583839,27.560849,2024-07-20T14:54:00.000Z,27.7,,mgm,0
17424,MARMARA/SARAYLAR KÖYÜ BARINAK (SANDAL BASENİ) FENERİ,Balıkesir,Marmara,Marmara,40.657488,27.662533,2024-07-20T14:54:00.000Z,27.3,,mgm,0
17426,BARTIN GÜNEY MENDİREK FENERİ,Bartın,Merkez,Karadeniz,41.6864,32.2261,2024-07-20T14:54:00.000Z,28.7,,mgm,0
17427,BOZCAADA LİMAN GİRİŞİ GÜNEY MENDİREK FENERİ,Çanakkale,Bozcaada,Ege,39.8341,26.0748,2024-07-20T14:54:00.000Z,23.0,,mgm,0
17429,ECEABAT/KABATEPE GÜNEY MENDİREK FENERİ,Çanakkale,Eceabat,Ege,40.2019,26.2669,2024-07-20T14:54:00.000Z,26.4,,mgm,0
17430,GÖKÇEADA KALEKÖY ANA MENDİREK FENERİ,Çanakkale,Gökçeada,Ege,40.2317,25.8914,2024-07-20T14:54:00.000Z,27.9,,mgm,0
17431,BİGA/KARABİGA BAR. (B) NOKTASI GÜNEY MEN. FENERİ,Çanakkale,Biga,Marmara,40.399583,27.305591,2024-07-20T14:54:00.000Z,30.6,,mgm,0
17432,EZİNE/GEYİKLİ ODUNLUK İSKELE FENERİ,Çanakkale,Ezine,Ege,39.818998,26.160008,2024-07-20T14:54:00.000Z,21.1,,mgm,0
17433,GÖKÇEADA UĞURLU LİMAN FENERİ,Çanakkale,Gökçeada,Ege,40.1153,25.6989,2024-07-20T14:54:00.000Z,26.6,,mgm,0
17434,EZİNE YENİKÖY BAL.BAR. ANA MENDİREK FENERİ,Çanakkale,Ezine,Ege,39.9447,26.1611,2024-07-20T14:54:00.000Z,21.9,,mgm,0
17442,KONAK/İZMİR PASAPORT MENDİREK FENERİ,İzmir,Konak,Ege,38.429236,27.131698,2024-07-20T14:54:00.000Z,29.6,,mgm,0
17445,CİDE KUZEY MENDİREK FENERİ,Kastamonu,Cide,Karadeniz,41.9006,32.9778,2024-07-20T14:54:00.000Z,26.0,,mgm,0
17446,İNEBOLU KUZEY MENDİREK FENERİ,Kastamonu,İnebolu,Karadeniz,41.9817,33.7769,2024-07-20T14:54:00.000Z,27.6,,mgm,0
17447,VİZE/MİDYE KIYIKÖY BATI MENDİREK FENERİ (ANA),Kırklareli,Vize,Karadeniz,41.630847,28.101353,2024-07-20T14:54:00.000Z,27.0,,mgm,0
17451,MARMARA EREĞLİSİ BAL.BAR.ANA MENDİREK FENERİ,Tekirdağ,Marmaraereğlisi,Marmara,40.970825,27.959676,2024-07-20T14:54:00.000Z,29.3,,mgm,0
17453,ZONGULDAK GÜNEY MENDİREK FENERİ,Zonguldak,Merkez,Karadeniz,41.458611,31.779166,2024-07-20T14:54:00.000Z,28.9,,mgm,0
17465,ARAKLI BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Trabzon,Araklı,Karadeniz,40.945081,40.053776,2024-07-20T14:54:00.000Z,24.5,,mgm,0
17475,KEMER SIĞLIK FENERİ,Antalya,Kemer,Akdeniz,36.612395,30.574242,2024-07-20T14:54:00.000Z,31.0,,mgm,0
17477,ALANYA YENİ YAT LİMAN ANA MENDİREK FENERİ,Antalya,Alanya,Akdeniz,36.557404,31.951419,2024-07-20T14:54:00.000Z,31.1,,mgm,0
17480,KARATAŞ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Adana,Karataş,Akdeniz,36.557986,35.383499,2024-07-20T14:54:00.000Z,31.9,,mgm,0
17482,VAN LİMAN,Van,Tuşba,Van Gölü,38.51486,43.307362,2024-07-20T14:54:00.000Z,24.0,,mgm,0
17484,ADİLCEVAZ LİMAN,Bitlis,Adilcevaz,Van Gölü,38.797236,42.729931,2024-07-20T14:54:00.000Z,22.5,,mgm,0
17489,MUDANYA/GÜZELYALI BALIKÇI BARINAĞI,Bursa,Mudanya,Marmara,40.35612,28.934036,2024-07-20T14:54:00.000Z,26.4,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2024-07-20T14:54:00.000Z,24.8,,mgm,0
17492,DİDİM MARİNA FENERİ,Aydın,Didim,Ege,37.3369,27.264,2024-07-20T14:54:00.000Z,30.7,,mgm,0
17386,BODRUM KARAADA SIĞLIK IŞIKLI ŞAMANDIRA,Muğla,Bodrum,Ege,37.0081,27.4142,2024-07-20T14:55:00.000Z,27.1,,mgm,0
17450,BODRUM YALIKAVAK GEMİTAŞI FENERİ,Muğla,Bodrum,Ege,37.150133,27.263333,2024-07-20T14:55:00.000Z,24.1,,mgm,0
17466,ÇAYELİ BALIKÇI BARINAĞI TALİ MENDİREK FENERİ,Rize,Çayeli,Karadeniz,41.090095,40.722557,2024-07-20T14:55:00.000Z,21.9,,mgm,0
17460,ÜNYE BALIKÇI BARINAĞI ANA MENDİREK FENERİ,Ordu,Ünye,Karadeniz,41.116448,37.348722,2024-07-20T14:56:00.000Z,25.8,,mgm,0
17015,AKÇAKOCA,Düzce,Akçakoca,Karadeniz,41.089528,31.143039,2024-07-26T06:00:00.000Z,27.0,,mgm,0
17024,İNEBOLU,Kastamonu,İnebolu,Karadeniz,41.978937,33.762945,2024-07-26T06:00:00.000Z,26.0,,mgm,0
17026,SİNOP,Sinop,Merkez,Karadeniz,42.029821,35.154286,2024-07-26T06:00:00.000Z,26.1,,mgm,0
17030,SAMSUN BÖLGE,Samsun,Atakum,Karadeniz,41.344286,36.255794,2024-07-26T06:00:00.000Z,27.1,,mgm,0
17033,ORDU,Ordu,Altınordu,Karadeniz,40.983833,37.885833,2024-07-26T06:00:00.000Z,26.0,,mgm,0
17034,GİRESUN,Giresun,Merkez,Karadeniz,40.922667,38.387833,2024-07-26T06:00:00.000Z,26.5,,mgm,0
17038,TRABZON HAVALİMANI,Trabzon,Ortahisar,Karadeniz,40.999133,39.779248,2024-07-26T06:00:00.000Z,25.5,,mgm,0
17040,RİZE,Rize,Merkez,Karadeniz,41.04,40.501333,2024-07-26T06:00:00.000Z,25.0,,mgm,0
17042,HOPA,Artvin,Hopa,Karadeniz,41.4065,41.433,2024-07-26T06:00:00.000Z,26.1,,mgm,0
17044,RİZE ARTVİN HAVALİMANI,Rize,Pazar,Karadeniz,41.177687,40.835223,2024-07-26T06:00:00.000Z,25.9,,mgm,0
17056,TEKİRDAĞ,Tekirdağ,Süleymanpaşa,Marmara,40.957959,27.496181,2024-07-26T06:00:00.000Z,26.7,,mgm,0
17112,ÇANAKKALE,Çanakkale,Merkez,Marmara,40.141428,26.399616,2024-07-26T06:00:00.000Z,26.0,,mgm,0
17175,AYVALIK,Balıkesir,Ayvalık,Ege,39.311292,26.686445,2024-07-26T06:00:00.000Z,26.0,,mgm,0
17180,DİKİLİ,İzmir,Dikili,Ege,39.073861,26.888093,2024-07-26T06:00:00.000Z,27.5,,mgm,0
17220,İZMİR BÖLGE,İzmir,Konak,Ege,38.3945,27.0821,2024-07-26T06:00:00.000Z,29.6,,mgm,0
17221,ÇEŞME,İzmir,Çeşme,Ege,38.303858,26.372882,2024-07-26T06:00:00.000Z,27.0,,mgm,0
17232,KUŞADASI,Aydın,Kuşadası,Ege,37.859636,27.265115,2024-07-26T06:00:00.000Z,27.1,,mgm,0
17290,BODRUM,Muğla,Bodrum,Ege,37.032611,27.439801,2024-07-26T06:00:00.000Z,25.0,,mgm,0
17296,FETHİYE,Muğla,Fethiye,Akdeniz,36.626611,29.123804,2024-07-26T06:00:00.000Z,30.1,,mgm,0
17297,DATÇA,Muğla,Datça,Ege,36.707945,27.691918,2024-07-26T06:00:00.000Z,23.9,,mgm,0
17298,MARMARİS,Muğla,Marmaris,Akdeniz,36.83926,28.244995,2024-07-26T06:00:00.000Z,27.6,,mgm,0
17302,ANTALYA BÖLGE,Antalya,Muratpaşa,Akdeniz,36.885073,30.682793,2024-07-26T06:00:00.000Z,31.0,,mgm,0
17310,ALANYA,Antalya,Alanya,Akdeniz,36.54999,31.979822,2024-07-26T06:00:00.000Z,31.5,,mgm,0
17320,ANAMUR,Mersin,Anamur,Akdeniz,36.068614,32.864876,2024-07-26T06:00:00.000Z,29.0,,mgm,0
17340,MERSİN,Mersin,Yenişehir,Akdeniz,36.780904,34.603125,2024-07-26T06:00:00.000Z,31.2,,mgm,0
17370,İSKENDERUN,Hatay,İskenderun,Akdeniz,36.592358,36.158158,2024-07-26T06:00:00.000Z,31.5,,mgm,0
17375,FİNİKE,Antalya,Finike,Akdeniz,36.3024,30.1458,2024-07-26T06:00:00.000Z,29.3,,mgm,0
17380,KAŞ,Antalya,Kaş,Akdeniz,36.200579,29.649995,2024-07-26T06:00:00.000Z,29.8,,mgm,0
17429,ECEABAT/KABATEPE GÜNEY MENDİREK FENERİ,Çanakkale,Eceabat,Ege,40.2019,26.2669,2024-07-26T09:45:00.000Z,25.1,,mgm,0
17381,KUŞADASI 3. NOLU ŞAMANDIRA,Aydın,Kuşadası,Ege,37.8458,27.2194,2024-07-26T15:23:00.000Z,27.0,,mgm,0
17422,BANDIRMA KUZEY MENDİREK FENERİ,Balıkesir,Bandırma,Marmara,40.358554,27.958451,2024-07-26T15:23:00.000Z,28.1,,mgm,0
17464,TRABZON LİMANI ANA MENDİREK FENERİ,Trabzon,Ortahisar,Karadeniz,41.006776,39.750108,2024-07-26T15:23:00.000Z,25.9,,mgm,0
17491,GEVAŞ AKDAMAR FENERİ,Van,Gevaş,Van Gölü,38.309988,43.041398,2024-07-26T15:23:00.000Z,25.6,,mgm,0
17387,GİRESUN PALAMUT KAYALIĞI MAHMUZ FENERİ,Giresun,Merkez,Karadeniz,40.9182,38.3783,2024-07-26T15:24:00.000Z,28.1,,mgm,0
17389,ADALAR ŞAMANDIRA,İstanbul,Adalar,Marmara,40.93278,28.94889,2024-07-26T15:24:00.000Z,26.9,,mgm,0
17421,AYVALIK KANAL SANCAK A FENERİ,Balıkesir,Ayvalık,Ege,39.323394,26.640546,2024-07-26T15:24:00.000Z,25.7,,mgm,0
17423,MARMARA BARINAK ANA MENDİREK FENERİ,Balıkesir,Marmara,Marmara,40.583839,27.560849,2024-07-26T15:24:00.000Z,27.3,,mgm,0
17424,MARMARA/SARAYLAR KÖYÜ BARINAK (SANDAL BASENİ) FENERİ,Balıkesir,Marmara,Marmara,40.657488,27.662533,2024-07-26T15:24:00.000Z,27.0,,mgm,0
17425,LAPSEKİ/ZİNCİRBOZAN FENERİ,Çanakkale,Lapseki,Marmara,40.4206,26.7536,2024-07-26T15:24:00.000Z,27.9,,mgm,0
17426,BARTIN GÜNEY MENDİREK FENERİ,Bartın,Merkez,Karadeniz,41.6864,32.2261,2024-07-26T15:24:00.000Z,25.9,,mgm,0
